suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2017,30,1,gsk,3000,1.958946e+10,51,ok
cec2017,30,1,gsk,6000,4.072602e+09,51,ok
cec2017,30,1,gsk,9000,8.101422e+08,51,ok
cec2017,30,1,gsk,15000,3.280068e+07,51,ok
cec2017,30,1,gsk,30000,1.986178e+04,51,ok
cec2017,30,1,gsk,60000,1.078383e+03,51,ok
cec2017,30,1,gsk,90000,3.906102e-02,51,ok
cec2017,30,1,gsk,120000,2.823439e-07,51,ok
cec2017,30,1,gsk,150000,0.000000e+00,51,ok
cec2017,30,1,gsk,180000,0.000000e+00,51,ok
cec2017,30,1,gsk,210000,0.000000e+00,51,ok
cec2017,30,1,gsk,240000,0.000000e+00,51,ok
cec2017,30,1,gsk,270000,0.000000e+00,51,ok
cec2017,30,1,gsk,300000,0.000000e+00,51,ok
cec2017,30,1,agsk,3000,7.666692e+10,51,ok
cec2017,30,1,agsk,6000,4.879684e+10,51,ok
cec2017,30,1,agsk,9000,3.163349e+10,51,ok
cec2017,30,1,agsk,15000,1.241133e+10,51,ok
cec2017,30,1,agsk,30000,1.334889e+09,51,ok
cec2017,30,1,agsk,60000,2.181938e+03,51,ok
cec2017,30,1,agsk,90000,4.433207e+00,51,ok
cec2017,30,1,agsk,120000,5.239242e-04,51,ok
cec2017,30,1,agsk,150000,5.273990e-08,51,ok
cec2017,30,1,agsk,180000,0.000000e+00,51,ok
cec2017,30,1,agsk,210000,0.000000e+00,51,ok
cec2017,30,1,agsk,240000,0.000000e+00,51,ok
cec2017,30,1,agsk,270000,0.000000e+00,51,ok
cec2017,30,1,agsk,300000,0.000000e+00,51,ok
cec2017,30,1,apgsk,3000,7.891533e+10,51,ok
cec2017,30,1,apgsk,6000,5.145471e+10,51,ok
cec2017,30,1,apgsk,9000,3.251640e+10,51,ok
cec2017,30,1,apgsk,15000,1.477950e+10,51,ok
cec2017,30,1,apgsk,30000,2.152341e+09,51,ok
cec2017,30,1,apgsk,60000,5.678233e+08,51,ok
cec2017,30,1,apgsk,90000,2.188749e+08,51,ok
cec2017,30,1,apgsk,120000,7.790791e+07,51,ok
cec2017,30,1,apgsk,150000,2.690635e+07,51,ok
cec2017,30,1,apgsk,180000,3.821429e+02,51,ok
cec2017,30,1,apgsk,210000,4.446887e-02,51,ok
cec2017,30,1,apgsk,240000,3.401964e-04,51,ok
cec2017,30,1,apgsk,270000,1.045183e-04,51,ok
cec2017,30,1,apgsk,300000,5.445915e-06,51,ok
cec2017,30,1,fdb-agsk,3000,7.596778e+10,51,ok
cec2017,30,1,fdb-agsk,6000,4.550304e+10,51,ok
cec2017,30,1,fdb-agsk,9000,2.739258e+10,51,ok
cec2017,30,1,fdb-agsk,15000,9.167185e+09,51,ok
cec2017,30,1,fdb-agsk,30000,4.198940e+08,51,ok
cec2017,30,1,fdb-agsk,60000,3.389533e+03,51,ok
cec2017,30,1,fdb-agsk,90000,4.348726e-01,51,ok
cec2017,30,1,fdb-agsk,120000,9.218658e-06,51,ok
cec2017,30,1,fdb-agsk,150000,0.000000e+00,51,ok
