suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed_scheme,availability
cec2017,50,1,gsk,51,-1.697414e+03,-2.228987e+03,-1.256483e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,agsk,51,-1.749269e+00,-3.122399e+00,-9.657810e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,apgsk,51,-1.124759e+03,-1.697711e+03,-8.278525e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,fdb-agsk,51,8.210959e-02,-2.501584e-02,2.732311e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,atmals-gsk,51,1.759871e-01,9.308191e-02,3.791639e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,1,egsk,51,-8.452447e+01,-1.957137e+02,-3.561877e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,gsk,51,-4.020190e+03,-4.547091e+03,-3.605721e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,agsk,51,-4.520986e+03,-5.331574e+03,-3.886919e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,apgsk,51,-3.835785e+03,-4.396285e+03,-3.394551e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,fdb-agsk,51,-5.010224e+02,-6.262787e+02,-4.018501e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,atmals-gsk,51,-4.525487e-07,-1.453065e-06,-1.587542e-07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,3,egsk,51,3.459705e-08,6.298680e-09,1.439492e-07,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,gsk,51,-6.089649e+00,-2.491417e+01,1.180982e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,agsk,51,3.784793e+01,2.147071e+01,5.357565e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,apgsk,51,6.415015e+00,-1.286975e+01,2.473330e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,fdb-agsk,51,-7.331764e-01,-1.966690e+01,1.785799e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,atmals-gsk,51,3.540714e+01,1.584351e+01,5.253074e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,4,egsk,51,5.637035e+01,4.289372e+01,6.960216e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,gsk,51,-2.778690e+02,-2.822534e+02,-2.724529e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,agsk,51,-1.993181e+02,-2.045668e+02,-1.928578e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,apgsk,51,-2.379417e+02,-2.446915e+02,-2.317930e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,fdb-agsk,51,-1.538672e+02,-1.604521e+02,-1.475058e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,atmals-gsk,51,-1.497495e+02,-1.611877e+02,-1.379717e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,5,egsk,51,7.140961e-01,-2.818351e+00,3.712395e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,gsk,51,7.979849e-05,7.007045e-05,8.908388e-05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,agsk,51,-4.350471e-04,-5.646168e-04,-3.269401e-04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,apgsk,51,-7.129591e-04,-9.873369e-04,-5.208718e-04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,fdb-agsk,51,-1.202533e-04,-2.065091e-04,-6.478950e-05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,atmals-gsk,51,-6.917371e-04,-9.401399e-04,-5.347907e-04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,6,egsk,51,-4.925642e-04,-2.758522e-03,7.563197e-05,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,gsk,51,-2.798552e+02,-2.869525e+02,-2.679276e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,agsk,51,-2.018792e+02,-2.113330e+02,-1.882435e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,apgsk,51,-2.569685e+02,-2.692412e+02,-2.405145e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,fdb-agsk,51,-1.645896e+02,-1.729578e+02,-1.531516e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,atmals-gsk,51,-8.337794e+01,-9.287369e+01,-7.043471e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,7,egsk,51,2.948517e+00,-4.386006e+00,1.470170e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,gsk,51,-2.795587e+02,-2.851214e+02,-2.708649e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,agsk,51,-2.026991e+02,-2.105354e+02,-1.919535e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,apgsk,51,-2.361066e+02,-2.438792e+02,-2.247961e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,fdb-agsk,51,-1.593951e+02,-1.663674e+02,-1.502409e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,atmals-gsk,51,-1.441521e+02,-1.580526e+02,-1.314469e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,8,egsk,51,2.289479e+00,-2.685368e+00,1.118555e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,gsk,51,8.114407e-02,3.835796e-02,1.290655e-01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,agsk,51,-3.360247e+01,-4.239091e+01,-2.756382e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,apgsk,51,-1.500256e+03,-2.977494e+03,-1.083172e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,fdb-agsk,51,-3.153167e+01,-3.798059e+01,-2.580195e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,atmals-gsk,51,-2.484533e+00,-3.204572e+00,-1.957458e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,9,egsk,51,-1.320003e-01,-2.296309e-01,-4.610221e-02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,gsk,51,-7.695138e+03,-7.911347e+03,-7.484057e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,agsk,51,-2.536983e+03,-2.762986e+03,-2.330730e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,apgsk,51,-8.872667e+02,-1.094356e+03,-6.953952e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,fdb-agsk,51,-2.331627e+03,-2.566274e+03,-2.092576e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,atmals-gsk,51,-7.002905e+02,-9.835337e+02,-4.311290e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,10,egsk,51,-5.511056e+03,-5.877747e+03,-5.137314e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,gsk,51,5.648656e-01,-1.085856e+01,5.651646e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,agsk,51,-5.299551e+01,-5.807935e+01,-4.899619e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,apgsk,51,-6.071630e+01,-6.640359e+01,-5.515608e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,fdb-agsk,51,-4.182700e+01,-4.740065e+01,-3.748053e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,atmals-gsk,51,-4.945010e+01,-5.559202e+01,-4.356031e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,11,egsk,51,5.015579e+00,3.208867e+00,6.604685e+00,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,gsk,51,2.091973e+03,-9.239842e+02,4.838152e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,agsk,51,-5.786703e+04,-7.296409e+04,-4.731719e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,apgsk,51,-1.016517e+05,-1.254899e+05,-8.365480e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,fdb-agsk,51,-1.034785e+05,-1.312433e+05,-8.328504e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,atmals-gsk,51,2.256288e+03,-1.230869e+03,5.106608e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,12,egsk,51,-2.626566e+04,-3.344724e+04,-2.044415e+04,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,13,gsk,51,-2.582696e+03,-3.636912e+03,-1.862142e+03,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,13,agsk,51,-1.708329e+02,-2.372778e+02,-1.173039e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,13,apgsk,51,-1.524374e+02,-2.153884e+02,-1.030912e+02,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
cec2017,50,13,fdb-agsk,51,-1.053406e+02,-1.397359e+02,-6.600475e+01,10000,"SS[20240620,suite,dim,func,cmpP1]",ok
