suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2017,50,29,7,2.949000e+00,1.672993e+00,gsk,4.758621e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,agsk,4.793103e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,apgsk,5.344828e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,fdb-agsk,3.965517e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,atmals-gsk,4.310345e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,egsk,2.620690e+00
cec2017,50,29,7,2.949000e+00,1.672993e+00,dt-gsk,2.206897e+00
