Function,Best,Median,Mean,Worst,SD
13,1.3226613165E+09,1.9880879372E+09,2.0584991832E+09,3.3713936081E+09,6.0434090565E+08
14,2.3006816923E+09,9.4002176787E+09,1.0318922494E+10,2.9740518209E+10,7.0306222374E+09
