suite,dimension,n_blocks,k,q_alpha_005,critical_difference,algorithm,mean_rank
cec2013,10,28,7,2.949000e+00,1.702606e+00,gsk,5.875000e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,agsk,3.803571e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,apgsk,3.875000e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,fdb-agsk,3.946429e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,atmals-gsk,4.214286e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,egsk,3.875000e+00
cec2013,10,28,7,2.949000e+00,1.702606e+00,dt-gsk,2.410714e+00
