suite,dimension,function,algorithm,best,median,mean,worst,sd,source_path
cec2013,30,1,gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,1,agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,1,apgsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,1,fdb-agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,1,atmals-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,1,egsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,1,dt-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,2,gsk,2.507385e+04,9.009755e+04,1.059530e+05,2.567740e+05,5.611666e+04,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,2,agsk,2.942405e+04,1.268982e+05,1.312170e+05,3.102208e+05,6.117483e+04,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,2,apgsk,9.864847e+04,3.004533e+05,3.267144e+05,7.501797e+05,1.584770e+05,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,2,fdb-agsk,4.365999e+04,1.768951e+05,1.980734e+05,5.792713e+05,1.201036e+05,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,2,atmals-gsk,3.201341e+03,2.001962e+04,2.402080e+04,8.138466e+04,1.725567e+04,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,2,egsk,9.773210e+02,5.526737e+03,1.070367e+04,5.289033e+04,1.079536e+04,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,2,dt-gsk,1.099355e+04,3.882054e+04,4.150503e+04,1.119966e+05,2.020147e+04,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,3,gsk,0.000000e+00,4.443646e-07,6.942469e+00,2.662619e+02,3.780622e+01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,3,agsk,1.933655e+05,1.349375e+07,2.422730e+07,1.533257e+08,3.175674e+07,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,3,apgsk,5.848597e+04,1.578657e+06,7.014265e+06,6.200562e+07,1.370829e+07,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,3,fdb-agsk,8.474392e+03,1.370895e+07,1.612481e+07,5.919034e+07,1.271648e+07,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,3,atmals-gsk,0.000000e+00,1.571536e-02,4.468330e+04,1.526057e+06,2.206562e+05,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,3,egsk,0.000000e+00,5.742283e-05,8.694096e+04,4.433499e+06,6.208126e+05,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,3,dt-gsk,5.101897e-01,1.467799e+03,3.380374e+05,3.164965e+06,7.708146e+05,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,4,gsk,8.862098e+01,2.052293e+02,2.418067e+02,7.688709e+02,1.314224e+02,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,4,agsk,3.623480e+02,1.861929e+03,2.030492e+03,5.556649e+03,1.191326e+03,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,4,apgsk,8.999264e+02,3.839029e+03,3.938863e+03,1.268115e+04,1.801479e+03,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,4,fdb-agsk,1.564793e+02,5.033221e+02,5.471307e+02,1.523728e+03,3.151963e+02,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,4,atmals-gsk,2.943429e-03,1.997155e-01,6.733051e-01,1.316014e+01,2.067057e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,4,egsk,0.000000e+00,8.034930e-07,1.364521e-06,3.804967e-06,1.310696e-06,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,4,dt-gsk,1.494035e-03,2.138239e-02,4.394860e-02,3.876886e-01,6.270462e-02,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,5,gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,5,agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,5,apgsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,5,fdb-agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,5,atmals-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,5,egsk,0.000000e+00,1.217924e-07,2.048319e-07,8.189759e-07,2.372865e-07,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,5,dt-gsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,6,gsk,2.882397e-01,1.370881e+01,2.216453e+01,7.395336e+01,2.228595e+01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,6,agsk,7.855330e-07,9.623964e+00,1.069538e+01,6.758752e+01,8.950550e+00,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,6,apgsk,3.018416e-02,1.481365e+01,1.346270e+01,2.641892e+01,5.324383e+00,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,6,fdb-agsk,6.907852e-04,1.157348e+01,1.249112e+01,7.025226e+01,1.156067e+01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,6,atmals-gsk,6.014400e-08,5.535152e-02,1.566526e+00,2.640742e+01,3.893273e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,6,egsk,0.000000e+00,8.886840e-08,5.959617e-01,2.640742e+01,3.728622e+00,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,6,dt-gsk,7.445383e-01,1.366596e+01,1.775644e+01,6.987187e+01,1.544389e+01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,7,gsk,1.762059e-04,4.963284e-02,1.319017e-01,7.267111e-01,1.859625e-01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,7,agsk,6.462902e+00,2.322870e+01,2.538130e+01,4.755898e+01,1.008671e+01,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,7,apgsk,3.257287e+01,6.289034e+01,6.531003e+01,1.048158e+02,1.787024e+01,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,7,fdb-agsk,9.018711e+00,2.944957e+01,3.135262e+01,7.580185e+01,1.381071e+01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,7,atmals-gsk,5.133724e-02,1.485447e+00,2.362191e+00,1.450867e+01,2.575476e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,7,egsk,6.302563e-03,1.220179e-01,3.563164e-01,5.122424e+00,7.269644e-01,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,7,dt-gsk,9.377399e-03,3.230787e-01,4.981628e-01,3.372859e+00,5.847081e-01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,8,gsk,2.085946e+01,2.096806e+01,2.096043e+01,2.101519e+01,3.546467e-02,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,8,agsk,2.080676e+01,2.095841e+01,2.095042e+01,2.102401e+01,4.897384e-02,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,8,apgsk,2.067405e+01,2.096340e+01,2.094873e+01,2.103503e+01,6.224060e-02,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,8,fdb-agsk,2.081487e+01,2.095102e+01,2.094087e+01,2.103051e+01,5.034494e-02,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,8,atmals-gsk,2.078816e+01,2.095715e+01,2.095117e+01,2.104192e+01,5.169945e-02,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,8,egsk,2.082781e+01,2.094291e+01,2.094160e+01,2.102653e+01,3.836490e-02,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,8,dt-gsk,2.080401e+01,2.095499e+01,2.095078e+01,2.102474e+01,4.793869e-02,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,9,gsk,3.189084e+01,3.725261e+01,3.670518e+01,3.907713e+01,1.609707e+00,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,9,agsk,2.430532e+01,2.810407e+01,2.788475e+01,3.018591e+01,1.417338e+00,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,9,apgsk,2.351870e+01,2.813570e+01,2.788399e+01,3.096179e+01,1.663008e+00,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,9,fdb-agsk,2.402614e+01,2.723181e+01,2.735252e+01,3.085368e+01,1.821422e+00,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,9,atmals-gsk,1.512560e+01,3.073428e+01,2.998737e+01,3.493190e+01,3.999153e+00,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,9,egsk,7.916344e+00,3.236202e+01,3.119824e+01,3.749853e+01,6.022114e+00,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,9,dt-gsk,1.903541e+01,2.579157e+01,2.565744e+01,3.052090e+01,2.484092e+00,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,10,gsk,9.857285e-03,8.132937e-02,9.382384e-02,1.996219e-01,4.871916e-02,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,10,agsk,0.000000e+00,1.723611e-02,1.867186e-02,5.173292e-02,1.418539e-02,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,10,apgsk,3.447713e-02,1.354227e-01,1.564065e-01,4.557106e-01,9.617288e-02,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,10,fdb-agsk,0.000000e+00,1.722629e-02,1.742000e-02,6.402212e-02,1.466187e-02,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,10,atmals-gsk,7.396040e-03,5.917818e-02,7.642293e-02,2.857535e-01,5.477785e-02,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,10,egsk,2.463706e-02,1.182850e-01,1.236441e-01,3.081307e-01,6.464929e-02,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,10,dt-gsk,2.957677e-02,8.614370e-02,8.840281e-02,1.971995e-01,3.658739e-02,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,11,gsk,1.013552e+02,1.449266e+02,1.420640e+02,1.542545e+02,1.008932e+01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,11,agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,11,apgsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,11,fdb-agsk,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,11,atmals-gsk,0.000000e+00,0.000000e+00,1.335347e-01,1.047753e+00,3.236727e-01,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,11,egsk,1.094455e+01,2.288405e+01,2.376195e+01,4.775797e+01,7.958783e+00,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,11,dt-gsk,1.380479e+01,2.830987e+01,3.090944e+01,9.865640e+01,1.627200e+01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,12,gsk,1.463407e+02,1.618826e+02,1.619304e+02,1.783776e+02,8.040228e+00,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,12,agsk,6.194136e+01,9.579861e+01,9.574271e+01,1.253394e+02,1.355918e+01,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,12,apgsk,1.218160e+02,1.712813e+02,1.733389e+02,2.273011e+02,2.672567e+01,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,12,fdb-agsk,5.015310e+01,8.578038e+01,8.443288e+01,1.200815e+02,1.503560e+01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,12,atmals-gsk,2.586892e+01,6.500745e+01,6.454545e+01,1.167049e+02,2.000781e+01,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,12,egsk,9.949591e+00,2.288405e+01,2.300110e+01,5.770749e+01,8.502423e+00,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,12,dt-gsk,1.591934e+01,3.279671e+01,3.493238e+01,1.003296e+02,1.557008e+01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,13,gsk,1.021598e+02,1.634059e+02,1.616382e+02,1.779356e+02,1.164406e+01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,13,agsk,6.229940e+01,1.135487e+02,1.138099e+02,1.438687e+02,1.624982e+01,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,13,apgsk,1.010734e+02,1.359946e+02,1.413790e+02,1.880027e+02,2.313613e+01,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,13,fdb-agsk,7.049699e+01,1.082596e+02,1.084906e+02,1.441455e+02,1.540676e+01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,13,atmals-gsk,5.367967e+01,1.052431e+02,1.058565e+02,1.719835e+02,2.659523e+01,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,13,egsk,3.254050e+01,7.082875e+01,6.844210e+01,1.028165e+02,1.836344e+01,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,13,dt-gsk,2.318397e+01,6.169208e+01,6.075481e+01,1.363693e+02,1.981677e+01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,14,gsk,5.708419e+03,6.801252e+03,6.762366e+03,7.323293e+03,2.659554e+02,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,14,agsk,8.327699e-02,2.081925e-01,2.049267e-01,3.331079e-01,4.826700e-02,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,14,apgsk,1.608663e+00,2.434663e+01,2.634221e+01,6.666088e+01,1.496425e+01,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,14,fdb-agsk,1.665540e-01,2.290118e-01,2.696694e-01,1.325754e+00,1.582652e-01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,14,atmals-gsk,5.766566e+02,1.157277e+03,1.134250e+03,1.653390e+03,2.488169e+02,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,14,egsk,3.319550e+03,5.728222e+03,5.501151e+03,6.912264e+03,8.815997e+02,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,14,dt-gsk,9.899104e+02,2.943775e+03,2.850876e+03,3.848618e+03,4.552597e+02,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,15,gsk,6.312930e+03,7.098837e+03,7.064358e+03,7.592726e+03,2.874641e+02,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,15,agsk,4.291979e+03,5.217854e+03,5.131068e+03,5.633431e+03,3.230860e+02,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,15,apgsk,3.122506e+03,3.807099e+03,3.769877e+03,4.243266e+03,2.555622e+02,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,15,fdb-agsk,4.144538e+03,5.076299e+03,5.031150e+03,5.617525e+03,3.549491e+02,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,15,atmals-gsk,3.079757e+03,4.554164e+03,4.600503e+03,6.678618e+03,7.138847e+02,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,15,egsk,2.226094e+03,5.413547e+03,5.510662e+03,7.039958e+03,1.011532e+03,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,15,dt-gsk,2.744526e+03,4.817844e+03,4.800701e+03,6.522944e+03,7.209845e+02,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,16,gsk,1.851527e+00,2.476966e+00,2.490887e+00,2.977582e+00,2.186636e-01,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,16,agsk,1.130815e+00,2.243398e+00,2.206043e+00,2.772818e+00,2.907107e-01,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,16,apgsk,1.005334e+00,1.692883e+00,1.684500e+00,2.137475e+00,2.398543e-01,cec2013/apgsk/apgsk_cec2013_D30.csv
cec2013,30,16,fdb-agsk,1.485661e+00,2.256274e+00,2.234642e+00,2.762655e+00,2.796682e-01,cec2013/fdb-agsk/fdb-agsk_cec2013_D30.csv
cec2013,30,16,atmals-gsk,7.352855e-01,1.302531e+00,1.357352e+00,2.300271e+00,3.761509e-01,cec2013/atmals-gsk/atmals-gsk_cec2013_D30.csv
cec2013,30,16,egsk,1.571687e-01,3.553741e-01,3.742127e-01,8.149405e-01,1.444358e-01,cec2013/egsk/egsk_cec2013_D30.csv
cec2013,30,16,dt-gsk,3.805458e-01,2.243634e+00,2.146339e+00,2.979415e+00,5.801816e-01,cec2013/dt-gsk/dt-gsk_cec2013_D30.csv
cec2013,30,17,gsk,1.439470e+02,1.763576e+02,1.743649e+02,1.895184e+02,9.516301e+00,cec2013/gsk/gsk_cec2013_D30.csv
cec2013,30,17,agsk,3.043375e+01,3.043375e+01,3.043375e+01,3.043376e+01,3.384259e-06,cec2013/agsk/agsk_cec2013_D30.csv
cec2013,30,17,apgsk,3.043375e+01,3.043376e+01,3.043637e+01,3.046922e+01,6.761313e-03,cec2013/apgsk/apgsk_cec2013_D30.csv
