suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2013,30,1,gsk,3000,1.973193e+04,51,ok
cec2013,30,1,gsk,6000,4.844006e+03,51,ok
cec2013,30,1,gsk,9000,9.530453e+02,51,ok
cec2013,30,1,gsk,15000,2.688776e+01,51,ok
cec2013,30,1,gsk,30000,3.148578e-03,51,ok
cec2013,30,1,gsk,60000,0.000000e+00,51,ok
cec2013,30,1,gsk,90000,0.000000e+00,51,ok
cec2013,30,1,gsk,120000,0.000000e+00,51,ok
cec2013,30,1,gsk,150000,0.000000e+00,51,ok
cec2013,30,1,gsk,180000,0.000000e+00,51,ok
cec2013,30,1,gsk,210000,0.000000e+00,51,ok
cec2013,30,1,gsk,240000,0.000000e+00,51,ok
cec2013,30,1,gsk,270000,0.000000e+00,51,ok
cec2013,30,1,gsk,300000,0.000000e+00,51,ok
cec2013,30,1,agsk,3000,6.415663e+04,51,ok
cec2013,30,1,agsk,6000,4.294194e+04,51,ok
cec2013,30,1,agsk,9000,2.786377e+04,51,ok
cec2013,30,1,agsk,15000,1.151250e+04,51,ok
cec2013,30,1,agsk,30000,1.170896e+03,51,ok
cec2013,30,1,agsk,60000,2.516738e-06,51,ok
cec2013,30,1,agsk,90000,0.000000e+00,51,ok
cec2013,30,1,agsk,120000,0.000000e+00,51,ok
cec2013,30,1,agsk,150000,0.000000e+00,51,ok
cec2013,30,1,agsk,180000,0.000000e+00,51,ok
cec2013,30,1,agsk,210000,0.000000e+00,51,ok
cec2013,30,1,agsk,240000,0.000000e+00,51,ok
cec2013,30,1,agsk,270000,0.000000e+00,51,ok
cec2013,30,1,agsk,300000,0.000000e+00,51,ok
cec2013,30,1,apgsk,3000,6.471205e+04,51,ok
cec2013,30,1,apgsk,6000,4.291765e+04,51,ok
cec2013,30,1,apgsk,9000,2.875490e+04,51,ok
cec2013,30,1,apgsk,15000,1.397796e+04,51,ok
cec2013,30,1,apgsk,30000,2.353535e+03,51,ok
cec2013,30,1,apgsk,60000,6.609467e+02,51,ok
cec2013,30,1,apgsk,90000,2.209306e+02,51,ok
cec2013,30,1,apgsk,120000,6.909398e+01,51,ok
cec2013,30,1,apgsk,150000,2.105556e+01,51,ok
cec2013,30,1,apgsk,180000,0.000000e+00,51,ok
cec2013,30,1,apgsk,210000,0.000000e+00,51,ok
cec2013,30,1,apgsk,240000,0.000000e+00,51,ok
cec2013,30,1,apgsk,270000,0.000000e+00,51,ok
cec2013,30,1,apgsk,300000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,3000,6.464210e+04,51,ok
cec2013,30,1,fdb-agsk,6000,4.003085e+04,51,ok
cec2013,30,1,fdb-agsk,9000,2.478413e+04,51,ok
cec2013,30,1,fdb-agsk,15000,8.090422e+03,51,ok
cec2013,30,1,fdb-agsk,30000,3.470917e+02,51,ok
cec2013,30,1,fdb-agsk,60000,2.112471e-10,51,ok
cec2013,30,1,fdb-agsk,90000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,120000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,150000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,180000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,210000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,240000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,270000,0.000000e+00,51,ok
cec2013,30,1,fdb-agsk,300000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,3000,1.758907e+04,51,ok
cec2013,30,1,atmals-gsk,6000,3.904944e+03,51,ok
cec2013,30,1,atmals-gsk,9000,6.992770e+02,51,ok
cec2013,30,1,atmals-gsk,15000,2.219386e+01,51,ok
cec2013,30,1,atmals-gsk,30000,1.672207e-03,51,ok
cec2013,30,1,atmals-gsk,60000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,90000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,120000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,150000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,180000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,210000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,240000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,270000,0.000000e+00,51,ok
cec2013,30,1,atmals-gsk,300000,0.000000e+00,51,ok
cec2013,30,1,egsk,3000,2.415687e+04,51,ok
cec2013,30,1,egsk,6000,7.679671e+03,51,ok
cec2013,30,1,egsk,9000,1.907914e+03,51,ok
cec2013,30,1,egsk,15000,4.803246e+01,51,ok
cec2013,30,1,egsk,30000,2.390986e-03,51,ok
cec2013,30,1,egsk,60000,0.000000e+00,51,ok
cec2013,30,1,egsk,90000,0.000000e+00,51,ok
cec2013,30,1,egsk,120000,0.000000e+00,51,ok
cec2013,30,1,egsk,150000,0.000000e+00,51,ok
cec2013,30,1,egsk,180000,0.000000e+00,51,ok
cec2013,30,1,egsk,210000,0.000000e+00,51,ok
