suite,dimension,function,comparator,test_level,n_pairs,statistic,p_raw,p_holm,outcome,availability
cec2013,30,1,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,1,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,1,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,1,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,1,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,1,egsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,2,gsk,per_function_runlevel,51,3.500000e+01,4.070427e-09,5.698598e-08,win,ok
cec2013,30,2,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,2,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,2,fdb-agsk,per_function_runlevel,51,5.000000e+00,7.164009e-10,1.490422e-08,win,ok
cec2013,30,2,atmals-gsk,per_function_runlevel,51,2.080000e+02,2.043456e-05,2.860838e-04,loss,ok
cec2013,30,2,egsk,per_function_runlevel,51,1.100000e+01,1.020312e-09,2.040623e-08,loss,ok
cec2013,30,3,gsk,per_function_runlevel,51,1.100000e+01,1.020312e-09,1.635606e-08,loss,ok
cec2013,30,3,agsk,per_function_runlevel,51,1.500000e+01,1.289355e-09,1.824356e-08,win,ok
cec2013,30,3,apgsk,per_function_runlevel,51,1.160000e+02,3.018874e-07,3.622649e-06,win,ok
cec2013,30,3,fdb-agsk,per_function_runlevel,51,1.000000e+00,5.649717e-10,1.490422e-08,win,ok
cec2013,30,3,atmals-gsk,per_function_runlevel,51,2.320000e+02,5.456469e-05,7.093409e-04,loss,ok
cec2013,30,3,egsk,per_function_runlevel,51,5.700000e+01,1.385671e-08,2.355641e-07,loss,ok
cec2013,30,4,gsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,4,agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,4,apgsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,4,fdb-agsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,win,ok
cec2013,30,4,atmals-gsk,per_function_runlevel,51,7.100000e+01,2.957083e-08,5.618457e-07,win,ok
cec2013,30,4,egsk,per_function_runlevel,51,0.000000e+00,5.322937e-10,1.490422e-08,loss,ok
cec2013,30,5,gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,5,agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,5,apgsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,5,fdb-agsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,5,atmals-gsk,per_function_runlevel,51,0.000000e+00,1.000000e+00,1.000000e+00,tie,ok
cec2013,30,5,egsk,per_function_runlevel,51,0.000000e+00,1.713599e-08,2.741758e-07,win,ok
cec2013,30,6,gsk,per_function_runlevel,51,6.430000e+02,8.549686e-01,1.000000e+00,tie,ok
cec2013,30,6,agsk,per_function_runlevel,51,1.810000e+02,6.387906e-06,6.387906e-05,loss,ok
